YEAR,FILM,FILM_ID,COUNTRY,COUNTRY_ID,VOTER,VOTER_ID,DIRECTOR,DIRECTOR_ID,GENDER,GENDER_ID,ROLE,ROLE_ID
,,,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,Nicole Brenez,249,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Mimi Brody,282,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Richard Brody,167,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Switzerland,8bc7391c-66ff-48b4-8dbe-b661dba596a1,Elisabeth Bronfen,638,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Michael Brooke,310,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Will Brooker,13,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Xan Brooks,10,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Paul Buck,221,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,Noël Burch,243,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Noël Burch,243,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Slovenia,33806158-7722-4780-aaa1-013b3f6f237b,Janez Burger,984,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Charles Burnett,910,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,Giulio Bursi,570,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Edward Buscombe,644,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Paul Bush,1109,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Peru,09fd701e-fc0c-4e94-b208-6bc32d056a2e,Emilio Bustamante,635,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Brazil,5a52a377-a12d-4f0d-834f-900924822b70,Pedro Butcher,211,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Dave Calhoun,691,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Dan Callahan,702,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Alejandro G. Calvo,832,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Alfonso Camacho Cordón,828,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Argentina,a91a056e-fdc6-42c4-8339-b6d7b898be15,Juan Campanella,1012,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Fred Camper,598,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Netherlands,289b1fa4-13f9-4d24-b86f-3e6433c70a99,Henk Camping,545,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Antonio Campos,881,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,José María Caparrós-Lera,462,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,Rolando Caputo,139,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Romania,ca9e32a8-0b25-429e-b7b1-750f7ffdc778,Nae Caranfil,1086,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Romania,ca9e32a8-0b25-429e-b7b1-750f7ffdc778,Martin Tudor Caranfil,327,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Netherlands,289b1fa4-13f9-4d24-b86f-3e6433c70a99,Edwin Carels,642,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,Michelle Carey,293,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Ray Carney,175,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,New Zealand,f6040639-b208-41fc-9e06-1d9abfda52ce,Niki Caro,1093,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Niki Caro,1093,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Noel Carroll,242,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Robert Cashill,152,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Michael Caton Jones,1066,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,Massimo Causo,325,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Dylan Cave,650,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Archivist,d7833291-b97a-47d4-90b4-4634a832f68a
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Joseph Cedar,1008,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Turkey,c57a50e4-6e70-4cd4-8a07-f436df782e4c,Nuri Bilge Ceylan,1095,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Poland,aed5e9eb-6fdb-4f6b-a11c-f112ed218a18,Michal Chacinski,298,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Billy Chainsaw,759,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Thailand,06228dd9-f9b8-43ac-9468-3e7c646a83a9,Anchalee Chaiworaporn,818,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,China,55c7f074-db76-4be2-ab94-ca469ecacbe6,Evans Chan,942,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Hong Kong,5c3f81bb-dbcb-4d12-87f6-addcd770f99c,Evans Chan,942,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Evans Chan,942,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Michael Chanan,309,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Hong Kong,5c3f81bb-dbcb-4d12-87f6-addcd770f99c,Bryan Chang,749,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Chris Chang,725,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Justin Chang,446,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,South Korea,d0a8a631-a841-4a2e-b601-c75962b5c49f,Jeon Chanil,489,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Canada,c1f043a5-3e3e-4c78-902b-a622a68ca2b0,Tom Charity,46,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,Carlo Chatrian,746,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,China,55c7f074-db76-4be2-ab94-ca469ecacbe6,Andrew Yusu Cheng,870,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Egypt,e0b6fbae-d15f-4f48-b7de-6b3a16f9c04e,Youssef Cherif Rizkallah,4,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Godfrey Cheshire,585,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Hong Kong,5c3f81bb-dbcb-4d12-87f6-addcd770f99c,Li Cheuk-to,396,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Taiwan,b4cfb48e-478b-4689-aa01-97775ca3fdcb,Peggy Chiao,210,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Romania,ca9e32a8-0b25-429e-b7b1-750f7ffdc778,Mihai Chirilov,288,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,India,8f915019-8771-46d2-919f-e5a1e59c4ba8,Vidhu Vinod Chopra,1192,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Ian Christie,535,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Jaime N Christley,520,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,Roberta Ciabarra,147,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,José Luis Cienfuegos,465,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,Michel Ciment,296,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,George Clark,580,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Czech Republic,824ab762-bd94-4a1f-b311-47e636e42cb5,Renata Clark,170,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Ireland,465cff01-88b1-4caa-8220-38467ab5ae9d,Donald Clarke,653,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Roger Clarke,143,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Thomas Clay,1184,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Joshua Clover,457,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Robbie Collin,154,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Andrew Collins,811,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Fernando Colomo,946,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Richard Combs,166,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Philip Concannon,192,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Charlotte Cook,727,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Canada,c1f043a5-3e3e-4c78-902b-a622a68ca2b0,Charlotte Cook,727,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Pam Cook,232,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Karen Cooper,441,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Francis Ford Coppola,948,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Netherlands,289b1fa4-13f9-4d24-b86f-3e6433c70a99,Anton Corbijn,880,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Kieron Corless,423,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Richard Corliss,165,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Jesús Cortés,488,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Rodrigo Cortés,1149,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Mark Cosgrove,348,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Portugal,8b69cc21-49ad-4606-ba3d-c25b0447a76f,José Manuel Costa,463,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Archivist,d7833291-b97a-47d4-90b4-4634a832f68a
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Mark Cousins,347,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Canada,c1f043a5-3e3e-4c78-902b-a622a68ca2b0,Noah Cowan,245,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,David Cox,689,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Argentina,a91a056e-fdc6-42c4-8339-b6d7b898be15,Edgardo Cozarinsky,935,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Alfonso Crespo Cuaresma,827,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Romania,ca9e32a8-0b25-429e-b7b1-750f7ffdc778,Marian Crisan,1054,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Fernando F Croce,614,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Gary Crowdus,590,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Sean Cubitt,113,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Hussain Currimbhoy,538,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,David Curtis,688,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Netherlands,289b1fa4-13f9-4d24-b86f-3e6433c70a99,Ludmila Cvikova,379,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Argentina,a91a056e-fdc6-42c4-8339-b6d7b898be15,Diego Batlle,661,,,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Unspecified,2cc5a752-8527-4fe5-afa4-bb5cb7471e28
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Mike D'Angelo,287,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Serbia,55fd8bd0-8404-42d1-bc37-c2348c94fd68,Nevena Dakovic,260,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Vietnam,ba126262-4d1d-486c-8c81-54e65d6ec9c6,Phan Dang-Di,1128,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,Shane Danielsen,103,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,Adrian Danks,843,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Belgium,6de11400-fce7-4f4b-94c9-a97874499b0c,Jean-Pierre & Luc Dardenne,989,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Manohla Dargis,372,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Chris Darke,724,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Sam Davies,126,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Terence Davies,1181,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Peter Davis,1119,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Rhidian Davis,169,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Thomas Dawson,61,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,Rolf de Heer,1152,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Argentina,a91a056e-fdc6-42c4-8339-b6d7b898be15,Flavia de la Fuente,608,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Netherlands,289b1fa4-13f9-4d24-b86f-3e6433c70a99,Inge de Leeuw,528,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Gonzalo de Lucas,568,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,Portugal,8b69cc21-49ad-4606-ba3d-c25b0447a76f,Manoel de Oliveira,1047,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,José María de Orbe,1007,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Tacita Dean,1179,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Canada,c1f043a5-3e3e-4c78-902b-a622a68ca2b0,Brad Deane,756,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,Peter Debruge,205,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,Mexico,562ed02a-d9d7-4237-989d-807219980870,Guillermo del Toro,962,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,Antonio Delgado,789,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Maria M Delgado,354,,,Female,4de969c1-1e2c-4a4c-b4fa-ad2a81839310,Academic,75fb4b86-82c6-403a-a487-160772270eb7
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Jeremy Deller,992,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,,,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,Stéphane Delorme,89,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,US,23049ad7-90ef-4bd6-a46b-800493a84dd6,David Denby,687,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Critic,2fd484da-3011-4242-8eee-16e42a78212b
,,,UK,abd853e8-6146-4b4f-b134-2db1684056c2,Chris Dercon,723,,,Male,b4a1de1f-8b10-4626-b149-c133089ea04f,Programmer,08dc0e35-ef76-4915-a844-8940ccc7d6b3
